,Flag,Location,Cases,Deaths,Recov.,"Ref.
",Death Rate,Recovery Rate
143,//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_Guyana.svg/23px-Flag_of_Guyana.svg.png,"Guyana
","5,093",143,"4,018",[212][213],2.81,79
144,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Flag_of_Belize.svg/23px-Flag_of_Belize.svg.png,"Belize
","5,056",107,"2,760",[214],2.12,55
145,//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/23px-Flag_of_the_Central_African_Republic.svg.png,"Central African Republic
","4,911",63,"1,924",[215][216],1.28,39
146,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Aruba.svg/23px-Flag_of_Aruba.svg.png,"Aruba
","4,731",45,"4,596",[217],0.95,97
147,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Uruguay.svg/23px-Flag_of_Uruguay.svg.png,Uruguay,"4,699",71,"3,679",[218][219],1.51,78
148,//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png,Somalia,"4,382",108,"3,384",[220],2.46,77
149,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/23px-Flag_of_Thailand.svg.png,"Thailand
","3,920",60,"3,766",[221],1.53,96
150,//upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/23px-Flag_of_Mali.svg.png,"Mali
","3,868",139,"2,937",[222],3.59,76
151,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_The_Gambia.svg/23px-Flag_of_The_Gambia.svg.png,"The Gambia
","3,702",122,"3,567",[223],3.3,96
152,//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_South_Sudan.svg/23px-Flag_of_South_Sudan.svg.png,"South Sudan
","3,003",59,"1,290",[224][225],1.96,43
153,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Benin.svg/23px-Flag_of_Benin.svg.png,"Benin
","2,844",43,"2,515",[226][227],1.51,88
154,//upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Togo.svg/23px-Flag_of_Togo.svg.png,"Togo
","2,651",61,"1,885",[228],2.3,71
155,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Burkina_Faso.svg/23px-Flag_of_Burkina_Faso.svg.png,"Burkina Faso
","2,635",68,"2,426",[229][230],2.58,92
156,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Guinea-Bissau.svg/23px-Flag_of_Guinea-Bissau.svg.png,"Guinea-Bissau
","2,419",43,"2,255",[231][232],1.78,93
157,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Sierra_Leone.svg/23px-Flag_of_Sierra_Leone.svg.png,"Sierra Leone
","2,405",74,"1,828",[233][234],3.08,76
158,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png,"Yemen
","2,086",608,"1,428",[235],29.15,68
159,//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Flag_of_Lesotho.svg/23px-Flag_of_Lesotho.svg.png,"Lesotho
","2,085",44,"1,276",[236][237],2.11,61
160,//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_Cura%C3%A7ao.svg/23px-Flag_of_Cura%C3%A7ao.svg.png,"Curaçao
","1,749",3,"1,004",[238],0.17,57
161,//upload.wikimedia.org/wikipedia/commons/thumb/1/12/Flag_of_South_Ossetia.svg/23px-Flag_of_South_Ossetia.svg.png,South Ossetia,"1,684",?,484,[239],0.0,0
162,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/23px-Flag_of_New_Zealand.svg.png,"New Zealand
","1,672",25,"1,597",[240],1.5,96
163,//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Flag_of_the_Luhansk_People%27s_Republic.svg/23px-Flag_of_the_Luhansk_People%27s_Republic.svg.png,Luhansk PR,"1,669",121,"1,391",[241],7.25,83
164,//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Chad.svg/23px-Flag_of_Chad.svg.png,"Chad
","1,551",99,"1,394",[242],6.38,90
165,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Flag_of_the_United_States_Virgin_Islands.svg/23px-Flag_of_the_United_States_Virgin_Islands.svg.png,"U.S. Virgin Islands
","1,491",23,"1,402",[243],1.54,94
166,//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/23px-Flag_of_Liberia.svg.png,"Liberia
","1,452",82,"1,311",[244],5.65,90
167,//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_San_Marino.svg/20px-Flag_of_San_Marino.svg.png,"San Marino
","1,395",43,"1,082",[245],3.08,78
168,//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Niger.svg/18px-Flag_of_Niger.svg.png,"Niger
","1,351",70,"1,158",[246],5.18,86
169,//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/23px-Flag_of_Vietnam.svg.png,"Vietnam
","1,306",35,"1,142",[247],2.68,87
170,//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Flag_of_Somaliland.svg/23px-Flag_of_Somaliland.svg.png,Somaliland,"1,223",37,"1,110",[248][249],3.03,91
171,//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Flag_of_Liechtenstein.svg/23px-Flag_of_Liechtenstein.svg.png,"Liechtenstein
","1,109",8,900,[250],0.72,81
172,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Flugzeugtr%C3%A4ger_Silhouette.svg/23px-Flugzeugtr%C3%A4ger_Silhouette.svg.png,USS Theodore Roosevelt,"1,102",1,751,[251][252],0.09,68
173,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Flugzeugtr%C3%A4ger_Silhouette.svg/23px-Flugzeugtr%C3%A4ger_Silhouette.svg.png,Charles de Gaulle,"1,081",0,0,[253],0.0,0
174,//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_the_Turkish_Republic_of_Northern_Cyprus.svg/23px-Flag_of_the_Turkish_Republic_of_Northern_Cyprus.svg.png,Northern Cyprus,"1,048",5,982,[257],0.48,94
175,//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Sint_Maarten.svg/23px-Flag_of_Sint_Maarten.svg.png,"Sint Maarten
",996,25,890,[258],2.51,89
176,//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Sao_Tome_and_Principe.svg/23px-Flag_of_Sao_Tome_and_Principe.svg.png,"São Tomé and Príncipe
",979,17,920,[259],1.74,94
177,//upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Gibraltar.svg/23px-Flag_of_Gibraltar.svg.png,"Gibraltar
",887,1,742,[260],0.11,84
178,//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_the_Turks_and_Caicos_Islands.svg/23px-Flag_of_the_Turks_and_Caicos_Islands.svg.png,"Turks and Caicos Islands
",746,6,700,[261],0.8,94
179,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cruise_ship_side_view.svg/23px-Cruise_ship_side_view.svg.png,Diamond Princess,712,14,653,[262][263],1.97,92
180,//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_Jersey.svg/23px-Flag_of_Jersey.svg.png,"Jersey
",672,32,534,[264],4.76,79
181,//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/23px-Flag_of_the_Republic_of_China.svg.png,Taiwan,617,7,548,[266],1.13,89
182,//upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Flag_of_Papua_New_Guinea.svg/20px-Flag_of_Papua_New_Guinea.svg.png,"Papua New Guinea
",599,7,585,[267],1.17,98
183,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Flag_of_the_Comoros.svg/23px-Flag_of_the_Comoros.svg.png,"Comoros
",591,7,558,[268],1.18,94
184,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/23px-Flag_of_Burundi.svg.png,"Burundi
",589,1,511,[269],0.17,87
185,//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Flag_of_Mongolia.svg/23px-Flag_of_Mongolia.svg.png,"Mongolia
",587,0,337,[270],0.0,57
186,//upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Flag_of_Monaco.svg/19px-Flag_of_Monaco.svg.png,"Monaco
",573,3,497,[271],0.52,87
187,//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Flag_of_the_Faroe_Islands.svg/21px-Flag_of_the_Faroe_Islands.svg.png,"Faroe Islands
",497,0,494,[272][273],0.0,99
188,//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Eritrea.svg/23px-Flag_of_Eritrea.svg.png,"Eritrea
",491,0,438,[274],0.0,89
189,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Mauritius.svg/23px-Flag_of_Mauritius.svg.png,"Mauritius
",453,10,416,[275],2.21,92
190,//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Flag_of_Artsakh.svg/23px-Flag_of_Artsakh.svg.png,Artsakh,404,2,337,[276],0.5,83
191,//upload.wikimedia.org/wikipedia/commons/thumb/9/91/Flag_of_Bhutan.svg/23px-Flag_of_Bhutan.svg.png,"Bhutan
",379,0,360,[277],0.0,95
192,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_the_Isle_of_Man.svg/23px-Flag_of_the_Isle_of_Man.svg.png,Isle of Man,359,25,324,[278],6.96,90
193,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_Cambodia.svg/23px-Flag_of_Cambodia.svg.png,"Cambodia
",306,0,295,[279],0.0,96
194,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Guernsey.svg/23px-Flag_of_Guernsey.svg.png,"Guernsey
",282,13,253,[280],4.61,90
195,//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Barbados.svg/23px-Flag_of_Barbados.svg.png,"Barbados
",259,7,241,[281],2.7,93
196,//upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_the_Cayman_Islands.svg/23px-Flag_of_the_Cayman_Islands.svg.png,"Cayman Islands
",250,1,236,[282],0.4,94
197,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Bermuda.svg/23px-Flag_of_Bermuda.svg.png,"Bermuda
",214,9,182,[283],4.21,85
198,//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/23px-Flag_of_Saint_Lucia.svg.png,"Saint Lucia
",220,2,60,[284],0.91,27
199,//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Seychelles.svg/23px-Flag_of_Seychelles.svg.png,"Seychelles
",163,0,159,[285][286],0.0,98
200,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cruise_ship_side_view.svg/23px-Cruise_ship_side_view.svg.png,"Costa Atlantica
",148,0,148,[287][288],0.0,100
201,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Brunei.svg/23px-Flag_of_Brunei.svg.png,"Brunei
",148,3,143,[289][290],2.03,97
202,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Antigua_and_Barbuda.svg/23px-Flag_of_Antigua_and_Barbuda.svg.png,"Antigua and Barbuda
",139,3,127,[291][292],2.16,91
203,//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_Bonaire.svg/23px-Flag_of_Bonaire.svg.png,"Bonaire
",134,3,126,[293],2.24,94
204,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cruise_ship_side_view.svg/23px-Cruise_ship_side_view.svg.png,Greg Mortimer,128,1,None,[294][295],0.0,0
205,//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Flag_of_the_Northern_Mariana_Islands.svg/23px-Flag_of_the_Northern_Mariana_Islands.svg.png,"Northern Mariana Islands 
",100,2,19,[296][297],2.0,19
206,//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg/23px-Flag_of_Saint_Vincent_and_the_Grenadines.svg.png,Saint Vincent,84,0,78,[298][299],0.0,93
207,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Flag_of_the_British_Virgin_Islands.svg/23px-Flag_of_the_British_Virgin_Islands.svg.png,"British Virgin Islands
",72,1,70,[300],1.39,97
208,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Flag_of_Dominica.svg/23px-Flag_of_Dominica.svg.png,"Dominica
",72,0,55,[301][302],0.0,76
209,//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Flag_of_Macau.svg/23px-Flag_of_Macau.svg.png,"Macau
",46,0,46,[303],0.0,100
210,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Grenada.svg/23px-Flag_of_Grenada.svg.png,"Grenada
",41,0,30,[304][305],0.0,73
211,//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Fiji.svg/23px-Flag_of_Fiji.svg.png,"Fiji
",35,2,33,[306][307],5.71,94
212,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_East_Timor.svg/23px-Flag_of_East_Timor.svg.png,"East Timor
",30,0,30,[308],0.0,100
213,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flags_of_New_Caledonia.svg/23px-Flags_of_New_Caledonia.svg.png,"New Caledonia
",30,0,30,[309],0.0,100
214,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg/23px-Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg.png,Sahrawi Arab DR,28,2,26,[310],7.14,93
215,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_the_Vatican_City.svg/15px-Flag_of_the_Vatican_City.svg.png,"Vatican City
",27,0,15,[311][312],0.0,56
216,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Laos.svg/23px-Flag_of_Laos.svg.png,"Laos
",25,0,23,[313],0.0,92
217,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg/23px-Flag_of_Saint_Kitts_and_Nevis.svg.png,"Saint Kitts and Nevis
",19,0,19,[314],0.0,100
218,//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_Greenland.svg/23px-Flag_of_Greenland.svg.png,"Greenland
",17,0,17,[315][316],0.0,100
219,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_the_Falkland_Islands.svg/23px-Flag_of_the_Falkland_Islands.svg.png,"Falkland Islands
",16,0,13,[317],0.0,81
220,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/23px-Flag_of_France.svg.png,"Saint Pierre and Miquelon
",16,0,12,[318][319],0.0,75
221,//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Solomon_Islands.svg/23px-Flag_of_the_Solomon_Islands.svg.png,"Solomon Islands
",16,0,5,[320],0.0,31
222,//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Sint_Eustatius.svg/23px-Flag_of_Sint_Eustatius.svg.png,"Sint Eustatius
",14,0,4,[321],0.0,29
223,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Montserrat.svg/23px-Flag_of_Montserrat.svg.png,"Montserrat
",13,1,12,[322],7.69,92
224,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cruise_ship_side_view.svg/23px-Cruise_ship_side_view.svg.png,MS Zaandam,13,4,None,[325][326],0.0,0
225,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cruise_ship_side_view.svg/23px-Cruise_ship_side_view.svg.png,Coral Princess,12,3,None,[328],0.0,0
226,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cruise_ship_side_view.svg/23px-Cruise_ship_side_view.svg.png,SeaDream I,9,0,None,[329][330],0.0,0
227,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Sub.svg/23px-Sub.svg.png,HNLMS Dolfijn,8,0,8,[331][334],0.0,100
228,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/23px-Flag_of_the_Marshall_Islands.svg.png,"Marshall Islands
",5,0,2,[335],0.0,40
229,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Flag_of_Saba.svg/23px-Flag_of_Saba.svg.png,"Saba
",5,0,5,[336],0.0,100
230,//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Anguilla.svg/23px-Flag_of_Anguilla.svg.png,"Anguilla
",3,0,3,[337],0.0,100
231,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Flag_of_American_Samoa.svg/23px-Flag_of_American_Samoa.svg.png,"American Samoa
",3,0,0,[338],0.0,0
232,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Flag_of_Wallis_and_Futuna.svg/23px-Flag_of_Wallis_and_Futuna.svg.png,"Wallis and Futuna
",2,0,1,[339],0.0,50
233,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Samoa.svg/23px-Flag_of_Samoa.svg.png,"Samoa
",1,0,0,[340],0.0,0
234,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Vanuatu.svg/23px-Flag_of_Vanuatu.svg.png,"Vanuatu
",1,0,0,[341],0.0,0
235,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/23px-Flag_of_Tanzania.svg.png,Tanzania,None,None,None,[343][344],0.0,0
